Day,Accident Type,# Accidents
"Mar 1, 2022",ACCIDENT_MINOR,13
"Mar 1, 2022",ACCIDENT_MAJOR,11
"Mar 2, 2022",ACCIDENT_MAJOR,16
"Mar 2, 2022",ACCIDENT_MINOR,40
"Mar 3, 2022",ACCIDENT_MINOR,36
"Mar 3, 2022",ACCIDENT_MAJOR,20
"Mar 4, 2022",ACCIDENT_MINOR,55
"Mar 4, 2022",ACCIDENT_MAJOR,25
"Mar 5, 2022",ACCIDENT_MINOR,41
"Mar 5, 2022",ACCIDENT_MAJOR,36
"Mar 6, 2022",ACCIDENT_MAJOR,23
"Mar 6, 2022",ACCIDENT_MINOR,25
"Mar 7, 2022",ACCIDENT_MINOR,49
"Mar 7, 2022",ACCIDENT_MAJOR,20
"Mar 8, 2022",ACCIDENT_MAJOR,33
"Mar 8, 2022",ACCIDENT_MINOR,58
"Mar 9, 2022",ACCIDENT_MINOR,46
"Mar 9, 2022",ACCIDENT_MAJOR,26
"Mar 10, 2022",ACCIDENT_MAJOR,39
"Mar 10, 2022",ACCIDENT_MINOR,73
"Mar 11, 2022",ACCIDENT_MAJOR,49
"Mar 11, 2022",ACCIDENT_MINOR,51
"Mar 12, 2022",ACCIDENT_MINOR,67
"Mar 12, 2022",ACCIDENT_MAJOR,23
"Mar 13, 2022",ACCIDENT_MINOR,23
"Mar 13, 2022",ACCIDENT_MAJOR,36
"Mar 14, 2022",ACCIDENT_MAJOR,31
"Mar 14, 2022",ACCIDENT_MINOR,66
"Mar 15, 2022",ACCIDENT_MAJOR,24
"Mar 15, 2022",ACCIDENT_MINOR,50
"Mar 16, 2022",ACCIDENT_MINOR,71
"Mar 16, 2022",ACCIDENT_MAJOR,45
"Mar 17, 2022",ACCIDENT_MAJOR,33
"Mar 17, 2022",ACCIDENT_MINOR,56
"Mar 18, 2022",ACCIDENT_MAJOR,45
"Mar 18, 2022",ACCIDENT_MINOR,77
"Mar 19, 2022",ACCIDENT_MINOR,74
"Mar 19, 2022",ACCIDENT_MAJOR,33
"Mar 20, 2022",ACCIDENT_MAJOR,46
"Mar 20, 2022",ACCIDENT_MINOR,51
"Mar 21, 2022",ACCIDENT_MINOR,72
"Mar 21, 2022",ACCIDENT_MAJOR,39
"Mar 22, 2022",ACCIDENT_MAJOR,26
"Mar 22, 2022",ACCIDENT_MINOR,61
"Mar 23, 2022",ACCIDENT_MAJOR,19
"Mar 23, 2022",ACCIDENT_MINOR,35
"Mar 24, 2022",ACCIDENT_MAJOR,45
"Mar 24, 2022",ACCIDENT_MINOR,73
"Mar 25, 2022",ACCIDENT_MINOR,61
"Mar 25, 2022",ACCIDENT_MAJOR,29
"Mar 26, 2022",ACCIDENT_MAJOR,31
"Mar 26, 2022",ACCIDENT_MINOR,31
"Mar 27, 2022",ACCIDENT_MAJOR,21
"Mar 27, 2022",ACCIDENT_MINOR,24
"Mar 28, 2022",ACCIDENT_MAJOR,34
"Mar 28, 2022",ACCIDENT_MINOR,47
"Mar 29, 2022",ACCIDENT_MINOR,65
"Mar 29, 2022",ACCIDENT_MAJOR,14
"Mar 30, 2022",ACCIDENT_MAJOR,23
"Mar 30, 2022",ACCIDENT_MINOR,53
"Mar 31, 2022",ACCIDENT_MINOR,72
"Mar 31, 2022",ACCIDENT_MAJOR,34
