Day,Accident Type,# Accidents
"Apr 1, 2023",ACCIDENT_MINOR,59
"Apr 1, 2023",ACCIDENT_MAJOR,30
"Apr 2, 2023",ACCIDENT_MINOR,33
"Apr 2, 2023",ACCIDENT_MAJOR,7
"Apr 3, 2023",ACCIDENT_MINOR,107
"Apr 3, 2023",ACCIDENT_MAJOR,46
"Apr 4, 2023",ACCIDENT_MINOR,119
"Apr 4, 2023",ACCIDENT_MAJOR,42
"Apr 5, 2023",ACCIDENT_MINOR,122
"Apr 5, 2023",ACCIDENT_MAJOR,32
"Apr 6, 2023",ACCIDENT_MINOR,141
"Apr 6, 2023",ACCIDENT_MAJOR,48
"Apr 7, 2023",ACCIDENT_MINOR,31
"Apr 7, 2023",ACCIDENT_MAJOR,19
"Apr 8, 2023",ACCIDENT_MAJOR,24
"Apr 8, 2023",ACCIDENT_MINOR,41
"Apr 9, 2023",ACCIDENT_MAJOR,21
"Apr 9, 2023",ACCIDENT_MINOR,41
"Apr 10, 2023",ACCIDENT_MAJOR,33
"Apr 10, 2023",ACCIDENT_MINOR,74
"Apr 11, 2023",ACCIDENT_MINOR,95
"Apr 11, 2023",ACCIDENT_MAJOR,22
"Apr 12, 2023",ACCIDENT_MAJOR,28
"Apr 12, 2023",ACCIDENT_MINOR,110
"Apr 13, 2023",ACCIDENT_MAJOR,32
"Apr 13, 2023",ACCIDENT_MINOR,89
"Apr 14, 2023",ACCIDENT_MAJOR,63
"Apr 14, 2023",ACCIDENT_MINOR,173
"Apr 15, 2023",ACCIDENT_MAJOR,21
"Apr 15, 2023",ACCIDENT_MINOR,96
"Apr 16, 2023",ACCIDENT_MINOR,45
"Apr 16, 2023",ACCIDENT_MAJOR,15
"Apr 17, 2023",ACCIDENT_MINOR,124
"Apr 17, 2023",ACCIDENT_MAJOR,26
"Apr 18, 2023",ACCIDENT_MINOR,140
"Apr 18, 2023",ACCIDENT_MAJOR,31
"Apr 19, 2023",ACCIDENT_MINOR,103
"Apr 19, 2023",ACCIDENT_MAJOR,36
"Apr 20, 2023",ACCIDENT_MAJOR,37
"Apr 20, 2023",ACCIDENT_MINOR,113
"Apr 21, 2023",ACCIDENT_MINOR,32
"Apr 21, 2023",ACCIDENT_MAJOR,14
"Apr 22, 2023",ACCIDENT_MAJOR,27
"Apr 22, 2023",ACCIDENT_MINOR,35
"Apr 23, 2023",ACCIDENT_MINOR,24
"Apr 23, 2023",ACCIDENT_MAJOR,16
"Apr 24, 2023",ACCIDENT_MAJOR,26
"Apr 24, 2023",ACCIDENT_MINOR,106
"Apr 25, 2023",ACCIDENT_MAJOR,28
"Apr 25, 2023",ACCIDENT_MINOR,78
"Apr 26, 2023",ACCIDENT_MAJOR,29
"Apr 26, 2023",ACCIDENT_MINOR,115
"Apr 27, 2023",ACCIDENT_MAJOR,36
"Apr 27, 2023",ACCIDENT_MINOR,81
"Apr 28, 2023",ACCIDENT_MINOR,108
"Apr 28, 2023",ACCIDENT_MAJOR,39
"Apr 29, 2023",ACCIDENT_MAJOR,26
"Apr 29, 2023",ACCIDENT_MINOR,65
"Apr 30, 2023",ACCIDENT_MINOR,37
"Apr 30, 2023",ACCIDENT_MAJOR,16
