Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
"Apr 1, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,null,3520.8827838827838,888.3369963369963,14755
"Apr 1, 2023",BR,Curitiba,BR-116 S Contorno Leste,ACCIDENT,4584.37037037037,1810.0555555555557,5274
"Apr 1, 2023",BR,São José dos Pinhais,BR-116 S Contorno Leste,null,3531,827.1016949152543,5074
"Apr 1, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,2412.3333333333335,244.66666666666666,780
"Apr 1, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,ACCIDENT,2601,829.6,1200
"Apr 1, 2023",BR,Curitiba,BR-116 S Contorno Leste,null,5687.625,984.525,5690
"Mar 31, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,null,1123.1176470588234,647.5294117647059,2400
"Mar 31, 2023",BR,São José dos Pinhais,BR-376 S Rod. Henrique Herwig,null,1549.4489795918366,384.59183673469386,11930
"Mar 31, 2023",BR,Colombo,BR-116 S Rod. Régis Bittencourt,null,1346.94,951.3533333333334,8300
"Mar 31, 2023",BR,Curitiba,R. Gen. Carneiro,null,530,596,52
"Mar 31, 2023",BR,Curitiba,R. Izaac Ferreira da Cruz,null,619.5,603,144
"Mar 31, 2023",BR,São José dos Pinhais,Al. Arpo,null,764.8181818181819,347.75,1111
"Mar 31, 2023",BR,Curitiba,R. Bôrtolo Pelanda,null,693,353.037037037037,1026
"Mar 31, 2023",BR,Curitiba,Av. São José,null,1053.8,441.5,1632
"Mar 31, 2023",BR,Curitiba,BR-116 S Rod. Régis Bittencourt,null,1728.6840277777778,623.8645833333334,18458
"Mar 31, 2023",BR,Curitiba,R. Delegado Leopoldo Belczak,null,714,706.2,25
"Mar 31, 2023",BR,Araucária,Av. das Araucárias,ACCIDENT,1759,583.25,580
"Mar 31, 2023",BR,Curitiba,Est. do Ganchinho,null,921,420,18
"Mar 31, 2023",BR,Curitiba,R. João Guariza,null,611.5,574.25,108
"Mar 31, 2023",BR,Curitiba,,null,552.7142857142857,504.57142857142856,184
"Mar 31, 2023",BR,Curitiba,Marg. BR-116,null,1005.0666666666667,402.1333333333333,2384
"Mar 31, 2023",BR,Curitiba,R. Bispo Dom José,null,813,560.0666666666667,2596
"Mar 31, 2023",BR,Curitiba,BR-376 Contorno Sul,null,6408.890038809832,1611.6610608020699,117909
"Mar 31, 2023",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,null,1838.4,249.2,2844
"Mar 31, 2023",BR,Curitiba,R. Paul Garfunkel,null,504.4864864864865,336.68918918918916,1270
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,null,1342.5308988764045,1016.2584269662922,20762
"Mar 31, 2023",BR,Curitiba,R. Anne Frank,HAZARD,708.8,310.5,1720
"Mar 31, 2023",BR,São José dos Pinhais,Av. Rui Barbosa,ACCIDENT,581,565,68
"Mar 31, 2023",BR,Curitiba,R. Dep. Heitor Alencar Furtado,null,754,420.6666666666667,40
"Mar 31, 2023",BR,Curitiba,R. Ver. Elias Karam,null,644.1111111111111,563.4629629629629,1814
"Mar 31, 2023",BR,Curitiba,R. Teófilo Soares Gomes,null,515,465,6
"Mar 31, 2023",BR,Curitiba,R. Fernandes de Barros,null,554,548.75,100
"Mar 31, 2023",BR,Colombo,BR-476 Est. da Ribeira,null,814.4444444444445,882.5555555555555,1178
"Mar 31, 2023",BR,Curitiba,Av. Mal. Floriano Peixoto,null,665.25,991.5,90
"Mar 31, 2023",BR,Curitiba,BR-376 Contorno Sul,ACCIDENT,3510.4166666666665,1886.6666666666667,2848
"Mar 31, 2023",BR,Curitiba,BR-116 N Contorno Leste,null,3937.272,667.232,17861
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,ACCIDENT,2348.21875,947.5,4336
"Mar 31, 2023",BR,Curitiba,R. Leôncio Lopes Cortiano,null,634,636.5,32
"Mar 31, 2023",BR,Curitiba,BR-116 N Rod. Régis Bittencourt,ACCIDENT,2063.5384615384614,978.9230769230769,3440
"Mar 31, 2023",BR,São José dos Pinhais,R. Des. James Portugal Macedo,null,772,421,16
"Mar 31, 2023",BR,Curitiba,R. Pe. Anchieta,null,519,2126.8571428571427,58
"Mar 31, 2023",BR,Curitiba,R. Gen. Mário Tourinho,null,1585.12,964.76,8030
"Mar 31, 2023",BR,Curitiba,R. Eduardo Pinto da Rocha,null,712.1875,341.6875,518
"Mar 31, 2023",BR,Curitiba,Av. Mal. Mascarenhas de Moraes,null,1111.1724137931035,695.3448275862069,2012
"Mar 31, 2023",BR,Curitiba,R. Conselheiro Carrão,null,613,648,32
"Mar 31, 2023",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,HAZARD,1901.52,499.44,2165
"Mar 31, 2023",BR,Curitiba,BR-116 S Contorno Leste,null,4598,2079.7368421052633,1868
"Mar 31, 2023",BR,Curitiba,R. Eng. Eduardo Afonso Nadolny,null,671,1350.8,48
"Mar 31, 2023",BR,São José dos Pinhais,BR-277 Rod. do Café Gov. Ney Braga,null,2556.5416666666665,829.9166666666666,5290
"Mar 31, 2023",BR,Curitiba,R. Antônio Escorsin,null,1172,606,22
"Mar 31, 2023",BR,Curitiba,Av. Visc. de Guarapuava - Pista Dir.,null,759,702.5,624
"Mar 31, 2023",BR,São José dos Pinhais,Al. Bom Pastor,null,1145.5441176470588,671.4411764705883,2094
"Mar 31, 2023",BR,Curitiba,R. Augusto Stresser,null,1017,438.3333333333333,362
"Mar 31, 2023",BR,Curitiba,Av. Winston Churchill,null,583,1361.857142857143,28
"Mar 31, 2023",BR,São José dos Pinhais,BR-116 Contorno Leste,ACCIDENT,1678.9285714285713,2825.3928571428573,648
"Mar 31, 2023",BR,São José dos Pinhais,BR-376 N Rod. Henrique Herwig,null,1153.2051282051282,223.2948717948718,8535
"Mar 31, 2023",BR,Curitiba,R. Simão Bolivar,null,530,471,32
"Mar 31, 2023",BR,Curitiba,Av. Brasília,null,552,623,8
"Mar 31, 2023",BR,Curitiba,R. José Sebastião Baltazar,null,559,510,16
"Mar 31, 2023",BR,Curitiba,BR-116 Contorno Leste,null,1512,456.5,148
"Mar 31, 2023",BR,Curitiba,Av. Victor Ferreira do Amaral,null,1067,468.5,6738
"Mar 31, 2023",BR,Curitiba,R. Dr. Alexandre Gutierrez,null,711.8,791,118
"Mar 31, 2023",BR,Curitiba,BR-476 Est. da Ribeira,null,586.9180327868852,834.4918032786885,1869
"Mar 31, 2023",BR,São José dos Pinhais,Av. Guatupê,null,547,490,18
"Mar 31, 2023",BR,Curitiba,R. Carlos Essenfelder,null,669,898.4,64
"Mar 31, 2023",BR,Curitiba,R. São Joaquim,null,613,636.8333333333334,36
"Mar 31, 2023",BR,Curitiba,R. 25 de Agosto,null,517,489,8
"Mar 31, 2023",BR,Curitiba,Av. São José,HAZARD,1027.8333333333333,480.9166666666667,1942
"Mar 31, 2023",BR,Curitiba,Av. Linha Verde,HAZARD,1327.8387096774193,1063.4516129032259,6991
"Mar 31, 2023",BR,Curitiba,R. Alferes Poli,null,532,641.1428571428571,686
"Mar 31, 2023",BR,Curitiba,R. Olívio Domingos Leonardi,null,582,715.6666666666666,6
"Mar 31, 2023",BR,Curitiba,Av. Juscelino Kubitschek de Oliveira,HAZARD,1072.3333333333333,712.125,1462
